max_temp,min_temp,yr,mo,da
30.55555556,21.66666667,42,9,25
31.66666667,22.22222222,42,9,26
31.66666667,21.11111111,42,9,27
32.22222222,20.55555556,42,9,28
27.77777778,22.22222222,42,9,29
29.44444444,22.22222222,42,9,30
31.11111111,23.33333333,42,10,1
31.11111111,22.77777778,42,10,2
31.11111111,22.22222222,42,10,3
27.22222222,21.11111111,42,10,4
31.11111111,22.22222222,42,10,5
29.44444444,22.22222222,42,10,6
29.44444444,22.77777778,42,10,7
28.88888889,20.55555556,42,10,8
31.11111111,22.22222222,42,10,9
30.55555556,22.22222222,42,10,10
27.77777778,21.11111111,42,10,11
30.55555556,21.11111111,42,10,12
30,22.77777778,42,10,13
27.22222222,22.22222222,42,10,14
30.55555556,21.11111111,42,10,15
30.55555556,22.22222222,42,10,16
28.88888889,21.66666667,42,10,17
30,22.22222222,42,10,18
30,21.66666667,42,10,19
29.44444444,22.22222222,42,10,20
28.88888889,22.22222222,42,10,21
30,22.22222222,42,10,22
30.55555556,22.77777778,42,10,23
30.55555556,22.22222222,42,10,24
31.11111111,22.22222222,42,10,25
31.11111111,22.22222222,42,10,26
31.66666667,22.77777778,42,10,27
31.11111111,22.22222222,42,10,28
32.22222222,21.11111111,42,10,29
31.66666667,21.66666667,42,10,30
30.55555556,20.55555556,42,10,31
31.11111111,23.33333333,42,11,1
31.66666667,22.22222222,42,11,2
31.11111111,22.22222222,42,11,3
30.55555556,22.77777778,42,11,4
31.66666667,22.22222222,42,11,5
32.77777778,22.22222222,42,11,6
31.66666667,23.33333333,42,11,7
31.11111111,22.77777778,42,11,8
31.66666667,22.77777778,42,11,9
32.77777778,22.77777778,42,11,10
32.22222222,23.33333333,42,11,11
32.22222222,22.77777778,42,11,12
32.22222222,22.77777778,42,11,13
32.22222222,22.77777778,42,11,14
32.22222222,22.77777778,42,11,15
32.22222222,22.77777778,42,11,16
32.77777778,23.33333333,42,11,17
31.66666667,23.33333333,42,11,18
31.66666667,22.77777778,42,11,19
31.66666667,23.33333333,42,11,20
32.22222222,22.77777778,42,11,21
31.66666667,21.11111111,42,11,22
32.77777778,23.33333333,42,11,23
32.22222222,23.33333333,42,11,24
33.33333333,23.33333333,42,11,25
32.22222222,22.22222222,42,11,26
32.77777778,21.66666667,42,11,27
31.11111111,21.66666667,42,11,28
32.22222222,22.77777778,42,11,29
32.77777778,23.33333333,42,11,30
32.22222222,22.22222222,42,12,1
32.77777778,23.33333333,42,12,2
31.66666667,19.44444444,42,12,3
31.11111111,22.22222222,42,12,4
31.66666667,22.22222222,42,12,5
31.66666667,22.22222222,42,12,6
31.11111111,21.66666667,42,12,7
32.22222222,22.22222222,42,12,8
32.77777778,23.88888889,42,12,9
32.77777778,20,42,12,10
29.44444444,20,42,12,11
26.66666667,19.44444444,42,12,12
30.55555556,20.55555556,42,12,13
31.11111111,22.77777778,42,12,14
31.11111111,22.22222222,42,12,15
30.55555556,22.22222222,42,12,16
31.11111111,22.77777778,42,12,17
30.55555556,22.77777778,42,12,18
31.11111111,21.66666667,42,12,19
31.11111111,22.77777778,42,12,20
33.88888889,18.88888889,42,12,21
31.11111111,18.88888889,42,12,22
32.22222222,21.66666667,42,12,23
32.22222222,22.22222222,42,12,24
32.22222222,18.88888889,42,12,25
32.22222222,21.11111111,42,12,26
32.77777778,17.22222222,42,12,27
30.55555556,16.11111111,42,12,28
32.22222222,16.66666667,42,12,29
32.22222222,18.33333333,42,12,30
31.11111111,22.22222222,42,12,31
31.11111111,21.11111111,43,1,1
30.55555556,23.33333333,43,1,2
29.44444444,21.11111111,43,1,3
30,21.11111111,43,1,4
30.55555556,20,43,1,5
31.66666667,21.11111111,43,1,6
32.22222222,20.55555556,43,1,7
31.66666667,22.22222222,43,1,8
30.55555556,23.33333333,43,1,9
33.33333333,21.66666667,43,1,10
30.55555556,21.66666667,43,1,11
31.11111111,19.44444444,43,1,12
31.66666667,21.66666667,43,1,13
32.77777778,22.22222222,43,1,14
31.11111111,23.33333333,43,1,15
31.66666667,23.33333333,43,1,16
31.11111111,22.22222222,43,1,17
32.22222222,22.77777778,43,1,18
31.66666667,23.33333333,43,1,19
33.33333333,22.77777778,43,1,20
32.22222222,24.44444444,43,1,21
31.66666667,22.22222222,43,1,22
30.55555556,23.33333333,43,1,23
31.11111111,22.77777778,43,1,24
29.44444444,21.66666667,43,1,25
30,20,43,1,26
31.11111111,22.77777778,43,1,27
31.11111111,22.77777778,43,1,28
31.66666667,23.88888889,43,1,29
31.11111111,22.22222222,43,1,30
29.44444444,23.33333333,43,1,31
31.11111111,21.66666667,43,2,1
30.55555556,22.22222222,43,2,2
31.11111111,22.22222222,43,2,3
32.77777778,22.22222222,43,2,4
31.11111111,23.33333333,43,2,5
31.66666667,23.33333333,43,2,6
34.44444444,22.77777778,43,2,7
32.77777778,21.11111111,43,2,8
34.44444444,24.44444444,43,2,9
32.77777778,23.88888889,43,2,10
32.77777778,23.88888889,43,2,11
30.55555556,24.44444444,43,2,12
31.11111111,23.88888889,43,2,13
31.11111111,24.44444444,43,2,14
32.22222222,25,43,2,15
31.66666667,22.22222222,43,2,16
28.33333333,22.22222222,43,2,17
31.11111111,22.77777778,43,2,18
31.11111111,22.77777778,43,2,19
32.22222222,22.77777778,43,2,20
31.66666667,20,43,2,21
31.11111111,22.22222222,43,2,22
31.11111111,23.33333333,43,2,23
31.11111111,23.33333333,43,2,24
31.11111111,22.77777778,43,2,25
31.66666667,21.66666667,43,2,26
31.11111111,22.77777778,43,2,27
31.66666667,23.33333333,43,2,28
31.66666667,23.33333333,43,3,1
32.77777778,23.33333333,43,3,2
32.22222222,23.33333333,43,3,3
32.22222222,23.88888889,43,3,4
31.66666667,24.44444444,43,3,5
32.22222222,23.88888889,43,3,6
32.22222222,23.88888889,43,3,7
32.22222222,23.33333333,43,3,8
31.66666667,23.88888889,43,3,9
32.22222222,23.88888889,43,3,10
32.22222222,24.44444444,43,3,11
31.66666667,23.33333333,43,3,12
28.88888889,21.66666667,43,3,13
32.22222222,22.22222222,43,3,14
35,23.33333333,43,3,15
30.55555556,22.22222222,43,3,16
32.22222222,22.22222222,43,3,17
31.11111111,22.77777778,43,3,18
28.33333333,23.33333333,43,3,19
31.11111111,21.11111111,43,3,20
30.55555556,20.55555556,43,3,21
30.55555556,21.11111111,43,3,22
30.55555556,22.22222222,43,3,23
30.55555556,21.66666667,43,3,24
29.44444444,20.55555556,43,3,25
30,21.66666667,43,3,26
30,21.66666667,43,3,27
31.66666667,22.22222222,43,3,28
31.66666667,21.66666667,43,3,29
34.44444444,21.66666667,43,3,30
31.66666667,21.66666667,43,3,31
30.55555556,21.66666667,43,4,1
30,21.66666667,43,4,2
31.11111111,22.22222222,43,4,3
31.66666667,22.22222222,43,4,4
32.22222222,22.22222222,43,4,5
30.55555556,21.11111111,43,4,6
27.77777778,22.22222222,43,4,7
31.11111111,20.55555556,43,4,8
31.11111111,22.77777778,43,4,9
31.11111111,23.33333333,43,4,10
32.22222222,23.88888889,43,4,11
32.22222222,22.22222222,43,4,12
31.11111111,24.44444444,43,4,13
31.11111111,23.33333333,43,4,14
30,21.66666667,43,4,15
31.66666667,23.33333333,43,4,16
30.55555556,23.88888889,43,4,17
31.11111111,23.88888889,43,4,18
31.66666667,23.88888889,43,4,19
31.66666667,22.77777778,43,4,20
31.11111111,23.33333333,43,4,21
31.11111111,23.33333333,43,4,22
31.66666667,25.55555556,43,4,23
32.77777778,22.77777778,43,4,24
31.66666667,24.44444444,43,4,25
30,22.77777778,43,4,26
31.66666667,23.33333333,43,4,27
31.11111111,24.44444444,43,4,28
31.11111111,24.44444444,43,4,29
32.22222222,23.88888889,43,4,30
30,20,43,5,1
30,21.11111111,43,5,2
30,22.22222222,43,5,3
31.66666667,20.55555556,43,5,4
31.66666667,22.22222222,43,5,5
31.66666667,22.77777778,43,5,6
31.66666667,23.33333333,43,5,7
32.22222222,23.33333333,43,5,8
32.22222222,24.44444444,43,5,9
30.55555556,22.22222222,43,5,10
30,22.77777778,43,5,11
31.11111111,22.77777778,43,5,12
30,22.77777778,43,5,13
32.77777778,22.22222222,43,5,14
32.77777778,22.22222222,43,5,15
30,21.66666667,43,5,16
33.33333333,22.77777778,43,5,17
31.66666667,23.33333333,43,5,18
29.44444444,22.22222222,43,5,19
30.55555556,23.33333333,43,5,20
31.11111111,22.77777778,43,5,21
30.55555556,20.55555556,43,5,22
28.88888889,22.77777778,43,5,23
27.77777778,22.22222222,43,5,24
28.88888889,22.22222222,43,5,25
30,21.66666667,43,5,26
28.88888889,22.22222222,43,5,27
29.44444444,22.77777778,43,5,28
26.66666667,21.11111111,43,5,29
30,20,43,5,30
29.44444444,22.22222222,43,5,31
30.55555556,22.77777778,43,6,1
31.11111111,22.77777778,43,6,2
31.11111111,22.77777778,43,6,3
25,20,43,6,4
30.55555556,20.55555556,43,6,5
29.44444444,22.77777778,43,6,6
31.11111111,22.77777778,43,6,7
28.88888889,22.77777778,43,6,8
27.22222222,23.88888889,43,6,9
27.77777778,21.66666667,43,6,10
29.44444444,21.66666667,43,6,11
30.55555556,21.11111111,43,6,12
30,22.77777778,43,6,13
28.88888889,22.22222222,43,6,14
27.22222222,21.66666667,43,6,15
25.55555556,21.66666667,43,6,16
28.33333333,20.55555556,43,6,17
30,21.66666667,43,6,18
30,22.22222222,43,6,19
28.33333333,21.11111111,43,6,20
27.77777778,21.66666667,43,6,21
27.77777778,22.77777778,43,6,22
27.77777778,21.11111111,43,6,23
27.77777778,21.11111111,43,6,24
28.33333333,21.11111111,43,6,25
24.44444444,22.77777778,43,6,26
26.66666667,21.11111111,43,6,27
28.33333333,21.11111111,43,6,28
28.33333333,22.22222222,43,6,29
26.66666667,22.22222222,43,6,30
26.66666667,21.66666667,43,7,1
25.55555556,21.66666667,43,7,2
23.88888889,21.11111111,43,7,3
26.11111111,20.55555556,43,7,4
24.44444444,21.11111111,43,7,5
28.33333333,26.66666667,43,7,6
26.66666667,22.22222222,43,7,7
27.22222222,22.77777778,43,7,8
26.66666667,21.11111111,43,7,9
26.66666667,20.55555556,43,7,10
26.11111111,20.55555556,43,7,11
25.55555556,20.55555556,43,7,12
27.77777778,22.77777778,43,7,13
27.22222222,21.11111111,43,7,14
26.11111111,20.55555556,43,7,15
28.33333333,21.11111111,43,7,16
27.22222222,20.55555556,43,7,17
26.11111111,21.11111111,43,7,18
26.11111111,20.55555556,43,7,19
27.22222222,21.11111111,43,7,20
26.11111111,21.11111111,43,7,21
25.55555556,21.11111111,43,7,22
26.66666667,20.55555556,43,7,23
27.22222222,21.11111111,43,7,24
26.11111111,20,43,7,25
25,21.11111111,43,7,26
23.88888889,21.11111111,43,7,27
25.55555556,21.66666667,43,7,28
26.11111111,20.55555556,43,7,29
26.11111111,20,43,7,30
23.33333333,21.11111111,43,7,31
26.11111111,21.11111111,43,8,1
25.55555556,18.88888889,43,8,2
24.44444444,20,43,8,3
25,21.66666667,43,8,4
26.66666667,20.55555556,43,8,5
26.66666667,19.44444444,43,8,6
26.66666667,19.44444444,43,8,7
24.44444444,21.11111111,43,8,8
26.66666667,21.66666667,43,8,9
27.22222222,21.66666667,43,8,10
25.55555556,19.44444444,43,8,11
27.22222222,20,43,8,12
21.11111111,20.55555556,43,8,13
25.55555556,20,43,8,14
26.11111111,20.55555556,43,8,15
28.33333333,21.66666667,43,8,16
27.77777778,20.55555556,43,8,17
29.44444444,18.88888889,43,8,18
27.77777778,20.55555556,43,8,19
27.77777778,18.88888889,43,8,20
26.66666667,21.11111111,43,8,21
26.66666667,20.55555556,43,8,22
27.22222222,21.11111111,43,8,23
28.33333333,21.11111111,43,8,24
24.44444444,21.11111111,43,8,25
25,21.66666667,43,8,26
25.55555556,20,43,8,27
27.77777778,20.55555556,43,8,28
26.11111111,21.11111111,43,8,29
26.11111111,20.55555556,43,8,30
26.66666667,20.55555556,43,8,31
26.66666667,20,43,9,1
25,20,43,9,2
26.11111111,20.55555556,43,9,3
27.22222222,20.55555556,43,9,4
27.77777778,20.55555556,43,9,5
31.11111111,21.11111111,43,9,6
27.22222222,18.33333333,43,9,7
27.22222222,20.55555556,43,9,8
26.11111111,20.55555556,43,9,9
27.22222222,22.22222222,43,9,10
27.77777778,20,43,9,11
27.22222222,22.22222222,43,9,12
29.44444444,20.55555556,43,9,13
28.88888889,21.11111111,43,9,14
26.66666667,21.11111111,43,9,15
27.77777778,21.66666667,43,9,16
28.88888889,20.55555556,43,9,17
29.44444444,20.55555556,43,9,18
27.77777778,21.66666667,43,9,19
27.77777778,20.55555556,43,9,20
29.44444444,20.55555556,43,9,21
28.88888889,21.11111111,43,9,22
28.33333333,22.22222222,43,9,23
28.88888889,23.33333333,43,9,24
28.88888889,21.11111111,43,9,25
28.88888889,21.11111111,43,9,26
28.88888889,21.66666667,43,9,27
28.88888889,21.11111111,43,9,28
29.44444444,20.55555556,43,9,29
26.11111111,22.22222222,43,9,30
28.33333333,22.22222222,43,10,1
28.33333333,22.77777778,43,10,2
31.11111111,21.11111111,43,10,3
26.66666667,22.22222222,43,10,4
30,21.11111111,43,10,5
29.44444444,20.55555556,43,10,6
28.88888889,21.11111111,43,10,7
30,22.22222222,43,10,8
30.55555556,22.77777778,43,10,9
30,23.33333333,43,10,10
30,21.66666667,43,10,11
30,22.77777778,43,10,12
30.55555556,21.66666667,43,10,13
31.66666667,21.66666667,43,10,14
31.66666667,22.77777778,43,10,15
31.66666667,21.11111111,43,10,16
32.22222222,22.22222222,43,10,17
31.66666667,22.77777778,43,10,18
31.66666667,22.77777778,43,10,19
31.66666667,21.66666667,43,10,20
32.22222222,21.66666667,43,10,21
31.66666667,22.22222222,43,10,22
31.66666667,22.77777778,43,10,23
32.77777778,22.22222222,43,10,24
30,23.88888889,43,10,25
29.44444444,22.22222222,43,10,26
31.11111111,22.22222222,43,10,27
31.11111111,22.22222222,43,10,28
31.11111111,21.66666667,43,10,29
31.11111111,23.33333333,43,10,30
32.22222222,22.77777778,43,10,31
31.66666667,22.77777778,43,11,1
31.66666667,23.88888889,43,11,2
32.22222222,23.33333333,43,11,3
31.11111111,22.77777778,43,11,4
29.44444444,22.77777778,43,11,5
31.66666667,21.66666667,43,11,6
32.22222222,22.77777778,43,11,7
32.22222222,22.22222222,43,11,8
32.22222222,22.77777778,43,11,9
31.66666667,23.33333333,43,11,10
31.11111111,23.33333333,43,11,11
28.88888889,21.66666667,43,11,12
30,21.66666667,43,11,13
31.66666667,21.11111111,43,11,14
31.66666667,21.66666667,43,11,15
31.11111111,22.22222222,43,11,16
31.66666667,22.22222222,43,11,17
31.11111111,22.22222222,43,11,18
32.22222222,23.88888889,43,11,19
31.66666667,23.33333333,43,11,20
32.22222222,23.88888889,43,11,21
32.22222222,23.33333333,43,11,22
30,23.33333333,43,11,23
31.66666667,23.88888889,43,11,24
30.55555556,23.33333333,43,11,25
32.77777778,23.33333333,43,11,26
32.22222222,22.22222222,43,11,27
31.11111111,21.66666667,43,11,28
32.77777778,23.33333333,43,11,29
32.77777778,22.77777778,43,11,30
31.66666667,22.22222222,43,12,1
32.77777778,23.33333333,43,12,2
31.66666667,23.88888889,43,12,3
32.22222222,24.44444444,43,12,4
32.22222222,24.44444444,43,12,5
32.77777778,23.88888889,43,12,6
33.33333333,23.88888889,43,12,7
31.11111111,23.33333333,43,12,8
32.77777778,22.77777778,43,12,9
32.22222222,23.88888889,43,12,10
32.77777778,23.88888889,43,12,11
32.77777778,23.33333333,43,12,12
32.22222222,23.33333333,43,12,13
31.11111111,23.33333333,43,12,14
32.77777778,23.33333333,43,12,15
32.77777778,23.33333333,43,12,16
31.66666667,23.33333333,43,12,17
32.22222222,23.88888889,43,12,18
32.22222222,23.88888889,43,12,19
32.77777778,23.88888889,43,12,20
32.77777778,23.33333333,43,12,21
33.88888889,23.88888889,43,12,22
32.77777778,22.77777778,43,12,23
35,21.11111111,43,12,24
32.77777778,22.77777778,43,12,25
32.22222222,23.88888889,43,12,26
32.22222222,23.88888889,43,12,27
31.66666667,23.88888889,43,12,28
29.44444444,22.22222222,43,12,29
31.66666667,22.22222222,43,12,30
32.22222222,22.22222222,43,12,31
32.22222222,22.77777778,44,1,1
32.22222222,22.77777778,44,1,2
31.11111111,23.33333333,44,1,3
31.11111111,23.33333333,44,1,4
31.11111111,23.33333333,44,1,5
27.22222222,22.77777778,44,1,6
30.55555556,22.22222222,44,1,7
32.22222222,22.77777778,44,1,8
32.77777778,22.22222222,44,1,9
32.77777778,22.77777778,44,1,10
32.77777778,23.33333333,44,1,11
31.66666667,24.44444444,44,1,12
30,23.33333333,44,1,13
30,21.66666667,44,1,14
31.11111111,22.22222222,44,1,15
31.66666667,22.77777778,44,1,16
32.22222222,23.33333333,44,1,17
32.22222222,23.33333333,44,1,18
32.22222222,23.88888889,44,1,19
32.22222222,23.33333333,44,1,20
32.22222222,24.44444444,44,1,21
33.33333333,23.33333333,44,1,22
33.33333333,23.33333333,44,1,23
33.33333333,21.66666667,44,1,24
33.88888889,21.11111111,44,1,25
32.22222222,21.11111111,44,1,26
32.77777778,22.22222222,44,1,27
31.66666667,22.77777778,44,1,28
31.11111111,24.44444444,44,1,29
31.11111111,24.44444444,44,1,30
31.66666667,23.33333333,44,1,31
30.55555556,23.33333333,44,2,1
33.33333333,22.22222222,44,2,3
32.77777778,20.55555556,44,2,4
32.22222222,23.88888889,44,2,5
33.33333333,23.88888889,44,2,6
32.22222222,24.44444444,44,2,7
32.22222222,24.44444444,44,2,8
32.77777778,23.33333333,44,2,9
33.33333333,24.44444444,44,2,10
32.22222222,25,44,2,11
32.77777778,24.44444444,44,2,12
32.22222222,25,44,2,13
31.66666667,24.44444444,44,2,14
31.66666667,22.77777778,44,2,15
32.22222222,22.22222222,44,2,16
28.88888889,22.77777778,44,2,17
32.22222222,22.22222222,44,2,18
32.77777778,24.44444444,44,2,19
31.66666667,24.44444444,44,2,20
31.66666667,24.44444444,44,2,21
31.66666667,22.22222222,44,2,22
31.66666667,23.88888889,44,2,23
31.66666667,23.88888889,44,2,24
31.66666667,22.22222222,44,2,25
31.66666667,22.77777778,44,2,26
31.66666667,23.33333333,44,2,27
33.33333333,22.22222222,44,2,28
31.66666667,23.88888889,44,2,29
32.77777778,23.33333333,44,3,1
32.77777778,23.33333333,44,3,2
31.66666667,20.55555556,44,3,3
32.22222222,23.33333333,44,3,4
32.22222222,21.66666667,44,3,5
32.22222222,22.77777778,44,3,6
32.77777778,22.22222222,44,3,7
31.11111111,22.22222222,44,3,8
31.66666667,23.88888889,44,3,9
32.22222222,23.88888889,44,3,10
33.33333333,23.33333333,44,3,11
33.33333333,23.88888889,44,3,12
33.33333333,22.22222222,44,3,13
32.22222222,22.22222222,44,3,14
32.22222222,23.33333333,44,3,15
30.55555556,21.11111111,44,3,16
32.22222222,22.22222222,44,3,17
33.33333333,19.44444444,44,3,18
32.77777778,20.55555556,44,3,19
33.33333333,22.22222222,44,3,20
31.66666667,21.66666667,44,3,21
32.77777778,22.22222222,44,3,22
29.44444444,20.55555556,44,3,23
31.66666667,22.22222222,44,3,24
31.66666667,22.77777778,44,3,25
31.66666667,22.77777778,44,3,26
32.77777778,22.22222222,44,3,27
32.22222222,23.33333333,44,3,28
32.22222222,22.77777778,44,3,29
33.33333333,23.88888889,44,3,30
33.33333333,23.88888889,44,3,31
29.44444444,21.11111111,44,4,1
32.22222222,22.77777778,44,4,2
32.77777778,23.33333333,44,4,3
33.33333333,23.88888889,44,4,4
33.88888889,24.44444444,44,4,5
32.22222222,23.33333333,44,4,6
33.33333333,23.88888889,44,4,7
33.33333333,23.88888889,44,4,8
34.44444444,23.88888889,44,4,9
34.44444444,23.88888889,44,4,10
33.88888889,23.33333333,44,4,11
33.88888889,23.88888889,44,4,12
33.33333333,24.44444444,44,4,13
35.55555556,25,44,4,14
35,24.44444444,44,4,15
31.66666667,25.55555556,44,4,16
33.33333333,23.33333333,44,4,17
31.66666667,23.88888889,44,4,18
33.88888889,22.22222222,44,4,19
34.44444444,23.33333333,44,4,20
35,25,44,4,21
33.33333333,26.66666667,44,4,22
34.44444444,23.88888889,44,4,23
35,23.33333333,44,4,24
33.33333333,23.33333333,44,4,25
28.33333333,23.33333333,44,4,26
33.88888889,24.44444444,44,4,27
33.33333333,24.44444444,44,4,28
32.77777778,23.88888889,44,4,29
32.77777778,23.88888889,44,4,30
33.33333333,22.77777778,44,5,1
26.66666667,22.22222222,44,5,2
32.77777778,23.88888889,44,5,3
33.33333333,22.22222222,44,5,4
34.44444444,26.66666667,44,5,5
35,25.55555556,44,5,6
34.44444444,25.55555556,44,5,7
34.44444444,25.55555556,44,5,8
30.55555556,22.77777778,44,5,9
31.11111111,24.44444444,44,5,10
32.22222222,25.55555556,44,5,11
33.33333333,24.44444444,44,5,12
34.44444444,25.55555556,44,5,13
32.77777778,23.33333333,44,5,14
32.77777778,22.77777778,44,5,15
27.77777778,21.11111111,44,5,16
31.66666667,23.33333333,44,5,17
33.33333333,24.44444444,44,5,18
33.33333333,25,44,5,19
31.11111111,22.77777778,44,5,20
29.44444444,23.88888889,44,5,21
31.11111111,23.33333333,44,5,22
31.66666667,23.88888889,44,5,23
32.77777778,24.44444444,44,5,24
32.77777778,24.44444444,44,5,25
32.22222222,22.77777778,44,5,26
33.33333333,24.44444444,44,5,27
31.66666667,23.33333333,44,5,28
31.11111111,22.22222222,44,5,29
31.66666667,22.22222222,44,5,30
30.55555556,21.11111111,44,5,31
32.22222222,22.77777778,44,6,1
31.66666667,23.88888889,44,6,2
31.66666667,24.44444444,44,6,3
30.55555556,24.44444444,44,6,4
32.77777778,23.33333333,44,6,5
32.22222222,23.88888889,44,6,6
28.88888889,23.88888889,44,6,7
31.66666667,23.88888889,44,6,8
31.66666667,21.11111111,44,6,9
31.11111111,21.11111111,44,6,10
31.11111111,23.88888889,44,6,11
30,20.55555556,44,6,12
28.33333333,21.11111111,44,6,13
28.33333333,21.66666667,44,6,14
31.66666667,22.22222222,44,6,15
31.66666667,23.33333333,44,6,16
25.55555556,22.77777778,44,6,17
27.77777778,23.33333333,44,6,18
30,22.22222222,44,6,19
27.77777778,22.22222222,44,6,20
29.44444444,22.22222222,44,6,21
25.55555556,22.22222222,44,6,22
30,22.22222222,44,6,23
31.66666667,22.22222222,44,6,24
30,23.88888889,44,6,25
30,22.77777778,44,6,26
30.55555556,23.33333333,44,6,27
29.44444444,22.77777778,44,6,28
29.44444444,21.66666667,44,6,29
30,22.77777778,44,6,30
29.44444444,21.66666667,44,7,1
28.88888889,22.22222222,44,7,2
29.44444444,21.66666667,44,7,3
30,22.22222222,44,7,4
29.44444444,22.22222222,44,7,5
29.44444444,23.88888889,44,7,6
29.44444444,22.77777778,44,7,7
28.33333333,21.66666667,44,7,8
30,22.77777778,44,7,9
27.77777778,20,44,7,10
27.22222222,20,44,7,11
27.77777778,22.22222222,44,7,12
28.33333333,23.33333333,44,7,13
28.33333333,21.66666667,44,7,14
28.88888889,20.55555556,44,7,15
29.44444444,21.66666667,44,7,16
30,21.11111111,44,7,17
29.44444444,22.22222222,44,7,18
30,21.66666667,44,7,19
29.44444444,21.66666667,44,7,20
29.44444444,21.66666667,44,7,21
28.33333333,22.77777778,44,7,22
28.88888889,23.33333333,44,7,23
30,21.66666667,44,7,24
30.55555556,22.22222222,44,7,25
28.88888889,23.33333333,44,7,26
28.33333333,22.77777778,44,7,27
28.33333333,22.77777778,44,7,28
29.44444444,22.22222222,44,7,29
28.88888889,22.77777778,44,7,30
25,21.66666667,44,7,31
27.22222222,22.22222222,44,8,1
28.33333333,21.11111111,44,8,2
27.22222222,22.22222222,44,8,3
27.22222222,21.66666667,44,8,4
27.77777778,21.11111111,44,8,5
28.33333333,20.55555556,44,8,6
29.44444444,20.55555556,44,8,7
28.33333333,21.66666667,44,8,8
27.77777778,21.11111111,44,8,9
27.77777778,21.66666667,44,8,10
28.88888889,22.77777778,44,8,11
29.44444444,21.11111111,44,8,12
28.88888889,21.11111111,44,8,13
27.77777778,21.66666667,44,8,14
27.22222222,22.22222222,44,8,15
28.33333333,22.22222222,44,8,16
28.33333333,21.11111111,44,8,17
27.77777778,21.11111111,44,8,18
28.33333333,21.11111111,44,8,19
26.66666667,21.11111111,44,8,20
27.22222222,21.66666667,44,8,21
28.88888889,20.55555556,44,8,22
28.33333333,20,44,8,23
28.88888889,20.55555556,44,8,24
27.77777778,20,44,8,25
28.88888889,20.55555556,44,8,26
28.88888889,20,44,8,27
27.77777778,20.55555556,44,8,28
27.22222222,21.66666667,44,8,29
27.22222222,22.22222222,44,8,30
26.66666667,21.66666667,44,8,31
29.44444444,22.22222222,44,9,1
30,22.22222222,44,9,2
30.55555556,21.66666667,44,9,3
30.55555556,22.22222222,44,9,4
